Year, NodeId, Gender, HasHIV, On_Art_Dim, Age, Population, Infected, Newly Infected, On_ART, Died, Died_from_HIV, Tested Past Year or On_ART, Tested Ever, Diagnosed, Newly Tested Positive, Newly Tested Negative, HasIntervention(Persistant_ART),Stopped_Using_ART
1966.92,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1966.92,1,1,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0
1966.92,1,1,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0
1966.92,1,1,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0
1966.92,1,1,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0
1966.92,1,1,0,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1966.92,1,1,1,0,0,12,12,5,0,0,0,0,0,0,0,0,0,0
1966.92,1,1,1,0,15,147,147,12,0,0,0,0,0,0,0,0,0,3
1966.92,1,1,1,0,30,48,48,2,0,0,0,0,0,0,0,0,0,0
1966.92,1,1,1,0,45,6,6,0,0,1,1,0,0,0,0,0,0,0
1966.92,1,1,1,0,60,2,2,0,0,0,0,0,0,0,0,0,0,0
1966.92,1,1,1,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1966.92,1,1,1,1,0,3,3,0,3,0,0,3,0,0,0,0,3,0
1966.92,1,1,1,1,15,90,90,0,90,0,0,90,0,0,0,0,90,0
1966.92,1,1,1,1,30,29,29,0,29,0,0,29,0,0,0,0,29,0
1966.92,1,1,1,1,45,4,4,0,4,0,0,4,0,0,0,0,4,0
1966.92,1,1,1,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0
1966.92,1,1,1,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1967.42,1,0,0,0,0,1940,0,0,0,13,0,0,0,0,0,0,0,0
1967.42,1,0,0,0,15,1005,0,0,0,4,0,0,0,0,0,0,0,0
1967.42,1,0,0,0,30,615,0,0,0,2,0,0,0,0,0,0,0,0
1967.42,1,0,0,0,45,366,0,0,0,2,0,0,0,0,0,0,0,0
1967.42,1,0,0,0,60,188,0,0,0,10,0,0,0,0,0,0,0,0
1967.42,1,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1967.42,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1967.42,1,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0
1967.42,1,0,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0
1967.42,1,0,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0
1967.42,1,0,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0
1967.42,1,0,0,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1967.42,1,0,1,0,0,91,91,6,0,18,18,0,0,0,0,0,0,48
1967.42,1,0,1,0,15,255,255,7,0,3,3,0,0,0,0,0,0,101
1967.42,1,0,1,0,30,204,204,1,0,0,0,0,0,0,0,0,0,80
1967.42,1,0,1,0,45,95,95,0,0,5,4,0,0,0,0,0,0,33
1967.42,1,0,1,0,60,49,49,0,0,7,4,0,0,0,0,0,0,13
1967.42,1,0,1,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1967.42,1,0,1,1,0,3,3,0,3,0,0,3,0,0,0,0,3,0
1967.42,1,0,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0
1967.42,1,0,1,1,30,3,3,0,3,0,0,3,0,0,0,0,3,0
1967.42,1,0,1,1,45,3,3,0,3,0,0,3,0,0,0,0,3,0
1967.42,1,0,1,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0
1967.42,1,0,1,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1967.42,1,1,0,0,0,2296,0,0,0,9,0,0,0,0,0,0,0,0
1967.42,1,1,0,0,15,1006,0,0,0,4,0,0,0,0,0,0,0,0
1967.42,1,1,0,0,30,794,0,0,0,6,0,0,0,0,0,0,0,0
1967.42,1,1,0,0,45,544,0,0,0,3,0,0,0,0,0,0,0,0
1967.42,1,1,0,0,60,295,0,0,0,10,0,0,0,0,0,0,0,0
1967.42,1,1,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1967.42,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1967.42,1,1,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0
1967.42,1,1,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0
1967.42,1,1,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0
1967.42,1,1,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0
1967.42,1,1,0,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1967.42,1,1,1,0,0,15,15,3,0,5,5,0,0,0,0,0,0,3
1967.42,1,1,1,0,15,252,252,27,0,2,1,0,0,0,0,0,0,83
1967.42,1,1,1,0,30,81,81,3,0,4,3,0,0,0,0,0,0,30
1967.42,1,1,1,0,45,11,11,1,0,0,0,0,0,0,0,0,0,4
1967.42,1,1,1,0,60,2,2,0,0,0,0,0,0,0,0,0,0,0
1967.42,1,1,1,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1967.42,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1967.42,1,1,1,1,15,6,6,0,6,0,0,6,0,0,0,0,6,0
1967.42,1,1,1,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0
1967.42,1,1,1,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0
1967.42,1,1,1,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0
1967.42,1,1,1,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1967.92,1,0,0,0,0,1975,0,0,0,13,0,0,0,0,0,0,0,0
1967.92,1,0,0,0,15,1020,0,0,0,0,0,0,0,0,0,0,0,0
1967.92,1,0,0,0,30,619,0,0,0,3,0,0,0,0,0,0,0,0
1967.92,1,0,0,0,45,365,0,0,0,5,0,0,0,0,0,0,0,0
1967.92,1,0,0,0,60,195,0,0,0,3,0,0,0,0,0,0,0,0
1967.92,1,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1967.92,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1967.92,1,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0
1967.92,1,0,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0
1967.92,1,0,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0
1967.92,1,0,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0
1967.92,1,0,0,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1967.92,1,0,1,0,0,83,83,4,0,12,12,0,0,0,0,0,0,3
1967.92,1,0,1,0,15,251,251,9,0,1,1,0,0,0,0,0,0,0
1967.92,1,0,1,0,30,217,217,5,0,5,5,0,0,0,0,0,0,3
1967.92,1,0,1,0,45,98,98,1,0,5,4,0,0,0,0,0,0,3
1967.92,1,0,1,0,60,43,43,0,0,6,2,0,0,0,0,0,0,0
1967.92,1,0,1,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1967.92,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1967.92,1,0,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0
1967.92,1,0,1,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0
1967.92,1,0,1,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0
1967.92,1,0,1,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0
1967.92,1,0,1,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1967.92,1,1,0,0,0,2313,0,0,0,9,0,0,0,0,0,0,0,0
1967.92,1,1,0,0,15,1002,0,0,0,1,0,0,0,0,0,0,0,0
1967.92,1,1,0,0,30,796,0,0,0,3,0,0,0,0,0,0,0,0
1967.92,1,1,0,0,45,559,0,0,0,2,0,0,0,0,0,0,0,0
1967.92,1,1,0,0,60,298,0,0,0,7,0,0,0,0,0,0,0,0
1967.92,1,1,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1967.92,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1967.92,1,1,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0
1967.92,1,1,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0
1967.92,1,1,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0
1967.92,1,1,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0
1967.92,1,1,0,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1967.92,1,1,1,0,0,19,19,6,0,2,2,0,0,0,0,0,0,0
1967.92,1,1,1,0,15,273,273,26,0,5,4,0,0,0,0,0,0,6
1967.92,1,1,1,0,30,89,89,5,0,2,2,0,0,0,0,0,0,0
1967.92,1,1,1,0,45,11,11,0,0,0,0,0,0,0,0,0,0,0
1967.92,1,1,1,0,60,3,3,0,0,0,0,0,0,0,0,0,0,0
1967.92,1,1,1,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1967.92,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1967.92,1,1,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0
1967.92,1,1,1,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0
1967.92,1,1,1,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0
1967.92,1,1,1,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0
1967.92,1,1,1,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.42,1,0,0,0,0,2023,0,0,0,10,0,0,0,0,0,0,0,0
1968.42,1,0,0,0,15,1020,0,0,0,2,0,0,0,0,0,0,0,0
1968.42,1,0,0,0,30,613,0,0,0,2,0,0,0,0,0,0,0,0
1968.42,1,0,0,0,45,368,0,0,0,5,0,0,0,0,0,0,0,0
1968.42,1,0,0,0,60,200,0,0,0,6,0,0,0,0,0,0,0,0
1968.42,1,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.42,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.42,1,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.42,1,0,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.42,1,0,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.42,1,0,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.42,1,0,0,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.42,1,0,1,0,0,78,78,8,0,10,10,0,0,0,0,0,0,0
1968.42,1,0,1,0,15,240,240,4,0,6,3,0,0,0,0,0,0,0
1968.42,1,0,1,0,30,226,226,9,0,4,3,0,0,0,0,0,0,0
1968.42,1,0,1,0,45,94,94,0,0,5,3,0,0,0,0,0,0,0
1968.42,1,0,1,0,60,39,39,0,0,6,2,0,0,0,0,0,0,0
1968.42,1,0,1,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.42,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.42,1,0,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.42,1,0,1,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.42,1,0,1,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.42,1,0,1,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.42,1,0,1,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.42,1,1,0,0,0,2330,0,0,0,9,0,0,0,0,0,0,0,0
1968.42,1,1,0,0,15,1024,0,0,0,2,0,0,0,0,0,0,0,0
1968.42,1,1,0,0,30,788,0,0,0,4,0,0,0,0,0,0,0,0
1968.42,1,1,0,0,45,567,0,0,0,3,0,0,0,0,0,0,0,0
1968.42,1,1,0,0,60,299,0,0,0,10,0,0,0,0,0,0,0,0
1968.42,1,1,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.42,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.42,1,1,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.42,1,1,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.42,1,1,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.42,1,1,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.42,1,1,0,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.42,1,1,1,0,0,19,19,6,0,6,4,0,0,0,0,0,0,0
1968.42,1,1,1,0,15,275,275,10,0,2,2,0,0,0,0,0,0,0
1968.42,1,1,1,0,30,95,95,4,0,1,1,0,0,0,0,0,0,0
1968.42,1,1,1,0,45,13,13,1,0,1,0,0,0,0,0,0,0,0
1968.42,1,1,1,0,60,3,3,0,0,0,0,0,0,0,0,0,0,0
1968.42,1,1,1,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.42,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.42,1,1,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.42,1,1,1,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.42,1,1,1,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.42,1,1,1,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.42,1,1,1,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.92,1,0,0,0,0,2070,0,0,0,8,0,0,0,0,0,0,0,0
1968.92,1,0,0,0,15,1026,0,0,0,4,0,0,0,0,0,0,0,0
1968.92,1,0,0,0,30,619,0,0,0,4,0,0,0,0,0,0,0,0
1968.92,1,0,0,0,45,380,0,0,0,2,0,0,0,0,0,0,0,0
1968.92,1,0,0,0,60,195,0,0,0,9,0,0,0,0,0,0,0,0
1968.92,1,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.92,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.92,1,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.92,1,0,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.92,1,0,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.92,1,0,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.92,1,0,0,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.92,1,0,1,0,0,79,79,8,0,4,4,0,0,0,0,0,0,0
1968.92,1,0,1,0,15,228,228,3,0,7,7,0,0,0,0,0,0,0
1968.92,1,0,1,0,30,230,230,2,0,8,7,0,0,0,0,0,0,0
1968.92,1,0,1,0,45,98,98,1,0,2,2,0,0,0,0,0,0,0
1968.92,1,0,1,0,60,37,37,1,0,2,0,0,0,0,0,0,0,0
1968.92,1,0,1,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.92,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.92,1,0,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.92,1,0,1,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.92,1,0,1,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.92,1,0,1,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.92,1,0,1,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.92,1,1,0,0,0,2345,0,0,0,9,0,0,0,0,0,0,0,0
1968.92,1,1,0,0,15,1028,0,0,0,3,0,0,0,0,0,0,0,0
1968.92,1,1,0,0,30,787,0,0,0,2,0,0,0,0,0,0,0,0
1968.92,1,1,0,0,45,564,0,0,0,5,0,0,0,0,0,0,0,0
1968.92,1,1,0,0,60,306,0,0,0,13,0,0,0,0,0,0,0,0
1968.92,1,1,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.92,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.92,1,1,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.92,1,1,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.92,1,1,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.92,1,1,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.92,1,1,0,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.92,1,1,1,0,0,18,18,6,0,5,3,0,0,0,0,0,0,0
1968.92,1,1,1,0,15,291,291,26,0,1,1,0,0,0,0,0,0,0
1968.92,1,1,1,0,30,103,103,2,0,3,2,0,0,0,0,0,0,0
1968.92,1,1,1,0,45,13,13,0,0,1,1,0,0,0,0,0,0,0
1968.92,1,1,1,0,60,3,3,0,0,0,0,0,0,0,0,0,0,0
1968.92,1,1,1,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.92,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.92,1,1,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.92,1,1,1,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.92,1,1,1,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.92,1,1,1,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.92,1,1,1,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1969.42,1,0,0,0,0,2095,0,0,0,15,0,0,0,0,0,0,0,0
1969.42,1,0,0,0,15,1050,0,0,0,5,0,0,0,0,0,0,0,0
1969.42,1,0,0,0,30,609,0,0,0,4,0,0,0,0,0,0,0,0
1969.42,1,0,0,0,45,382,0,0,0,6,0,0,0,0,0,0,0,0
1969.42,1,0,0,0,60,195,0,0,0,5,0,0,0,0,0,0,0,0
1969.42,1,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1969.42,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1969.42,1,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0
1969.42,1,0,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0
1969.42,1,0,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0
1969.42,1,0,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0
1969.42,1,0,0,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1969.42,1,0,1,0,0,74,74,3,0,8,7,0,0,0,0,0,0,0
1969.42,1,0,1,0,15,223,223,7,0,7,5,0,0,0,0,0,0,0
1969.42,1,0,1,0,30,225,225,6,0,9,8,0,0,0,0,0,0,0
1969.42,1,0,1,0,45,103,103,0,0,4,2,0,0,0,0,0,0,0
1969.42,1,0,1,0,60,35,35,1,0,4,4,0,0,0,0,0,0,0
1969.42,1,0,1,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1969.42,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1969.42,1,0,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0
1969.42,1,0,1,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0
1969.42,1,0,1,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0
1969.42,1,0,1,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0
1969.42,1,0,1,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1969.42,1,1,0,0,0,2357,0,0,0,9,0,0,0,0,0,0,0,0
1969.42,1,1,0,0,15,1050,0,0,0,2,0,0,0,0,0,0,0,0
1969.42,1,1,0,0,30,789,0,0,0,4,0,0,0,0,0,0,0,0
1969.42,1,1,0,0,45,566,0,0,0,3,0,0,0,0,0,0,0,0
1969.42,1,1,0,0,60,309,0,0,0,5,0,0,0,0,0,0,0,0
1969.42,1,1,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1969.42,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1969.42,1,1,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0
1969.42,1,1,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0
1969.42,1,1,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0
1969.42,1,1,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0
1969.42,1,1,0,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1969.42,1,1,1,0,0,22,22,8,0,3,3,0,0,0,0,0,0,0
1969.42,1,1,1,0,15,292,292,12,0,5,4,0,0,0,0,0,0,0
1969.42,1,1,1,0,30,111,111,4,0,2,1,0,0,0,0,0,0,0
1969.42,1,1,1,0,45,17,17,2,0,0,0,0,0,0,0,0,0,0
1969.42,1,1,1,0,60,3,3,0,0,0,0,0,0,0,0,0,0,0
1969.42,1,1,1,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1969.42,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1969.42,1,1,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0
1969.42,1,1,1,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0
1969.42,1,1,1,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0
1969.42,1,1,1,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0
1969.42,1,1,1,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
