Time,NodeID,Alleles,VectorPopulation,STATE_MALE
7,1,Cm,0,0
7,1,Cw,2981,3799
7,1,X,2981,3799
7,1,Y,0,3799
8,1,Ad,0,0
8,1,Am,0,0
8,1,Aw,2491,3304
8,1,Bd,0,0
8,1,Bm,0,0
8,1,Bw,2491,3304
8,1,Ce,0,0
8,1,Cm,0,0
8,1,Cw,2491,3304
8,1,X,2491,3304
8,1,Y,0,3304
9,1,Ad,0,0
9,1,Am,0,0
9,1,Aw,2064,2858
9,1,Bd,0,0
9,1,Bm,0,0
9,1,Bw,2064,2858
9,1,Ce,0,0
9,1,Cm,0,0
9,1,Cw,2064,2858
9,1,X,2064,2858
9,1,Y,0,2858
10,1,Ad,0,0
10,1,Am,0,0
10,1,Aw,1691,2480
10,1,Bd,0,0
10,1,Bm,0,0
10,1,Bw,1691,2480
10,1,Ce,0,0
10,1,Cm,0,0
10,1,Cw,1691,2480
10,1,X,1691,2480
10,1,Y,0,2480
11,1,Ad,0,0
11,1,Am,0,0
11,1,Aw,1398,2118
11,1,Bd,0,0
11,1,Bm,0,0
11,1,Bw,1398,2118
11,1,Ce,0,0
11,1,Cm,0,0
11,1,Cw,1398,2118
11,1,X,1398,2118
11,1,Y,0,2118
12,1,Ad,0,0
12,1,Am,0,0
12,1,Aw,1149,1789
12,1,Bd,0,0
12,1,Bm,0,0
12,1,Bw,1149,1789
12,1,Ce,0,0
12,1,Cm,0,0
12,1,Cw,1149,1789
12,1,X,1149,1789
12,1,Y,0,1789
13,1,Ad,0,0
13,1,Am,0,0
13,1,Aw,918,1534
13,1,Bd,0,0
13,1,Bm,0,0
13,1,Bw,918,1534
13,1,Ce,0,0
13,1,Cm,0,0
13,1,Cw,918,1534
13,1,X,918,1534
13,1,Y,0,1534
14,1,Ad,0,0
14,1,Am,0,0
14,1,Aw,758,1279
14,1,Bd,0,0
14,1,Bm,0,0
14,1,Bw,758,1279
14,1,Ce,0,0
14,1,Cm,0,0
14,1,Cw,758,1279
14,1,X,758,1279
14,1,Y,0,1279
15,1,Ad,0,0
15,1,Am,0,0
15,1,Aw,617,1082
15,1,Bd,0,0
15,1,Bm,0,0
15,1,Bw,617,1082
15,1,Ce,0,0
15,1,Cm,0,0
15,1,Cw,617,1082
15,1,X,617,1082
15,1,Y,0,1082
16,1,Ad,0,0
16,1,Am,0,0
16,1,Aw,524,905
16,1,Bd,0,0
16,1,Bm,0,0
16,1,Bw,524,905
16,1,Ce,0,0
16,1,Cm,0,0
16,1,Cw,524,905
16,1,X,524,905
16,1,Y,0,905
17,1,Ad,0,0
17,1,Am,0,0
17,1,Aw,408,738
17,1,Bd,0,0
17,1,Bm,0,0
17,1,Bw,408,738
17,1,Ce,0,0
17,1,Cm,0,0
17,1,Cw,408,738
17,1,X,408,738
17,1,Y,0,738
18,1,Ad,0,0
18,1,Am,0,0
18,1,Aw,329,602
18,1,Bd,0,0
18,1,Bm,0,0
18,1,Bw,329,602
18,1,Ce,0,0
18,1,Cm,0,0
18,1,Cw,329,602
18,1,X,329,602
18,1,Y,0,602
19,1,Ad,0,0
19,1,Am,0,0
19,1,Aw,263,496
19,1,Bd,0,0
19,1,Bm,0,0
19,1,Bw,263,496
19,1,Ce,0,0
19,1,Cm,0,0
19,1,Cw,263,496
19,1,X,263,496
19,1,Y,0,496
20,1,Ad,0,0
20,1,Am,0,0
20,1,Aw,203,400
20,1,Bd,0,0
20,1,Bm,0,0
20,1,Bw,203,400
20,1,Ce,0,0
20,1,Cm,0,0
20,1,Cw,203,400
20,1,X,203,400
20,1,Y,0,400
21,1,Ad,0,0
21,1,Am,0,0
21,1,Aw,152,316
21,1,Bd,0,0
21,1,Bm,0,0
21,1,Bw,152,316
21,1,Ce,0,0
21,1,Cm,0,0
21,1,Cw,152,316
21,1,X,152,316
21,1,Y,0,316
22,1,Ad,0,0
22,1,Am,0,0
22,1,Aw,23075,23640
22,1,Bd,0,0
22,1,Bm,0,0
22,1,Bw,23075,23640
22,1,Ce,0,0
22,1,Cm,0,0
22,1,Cw,23075,23640
22,1,X,23075,23640
22,1,Y,0,23640
23,1,Ad,0,0
23,1,Am,0,0
23,1,Aw,28944,31398
23,1,Bd,0,0
23,1,Bm,0,0
23,1,Bw,28944,31398
23,1,Ce,0,0
23,1,Cm,0,0
23,1,Cw,28944,31398
23,1,X,28944,31398
23,1,Y,0,31398
24,1,Ad,0,0
24,1,Am,0,0
24,1,Aw,36711,39673
24,1,Bd,0,0
24,1,Bm,0,0
24,1,Bw,36711,39673
24,1,Ce,0,0
24,1,Cm,0,0
24,1,Cw,36711,39673
24,1,X,36711,39673
24,1,Y,0,39673
25,1,Ad,0,0
25,1,Am,0,0
25,1,Aw,43356,47121
25,1,Bd,0,0
25,1,Bm,0,0
25,1,Bw,43356,47121
25,1,Ce,0,0
25,1,Cm,0,0
25,1,Cw,43356,47121
25,1,X,43356,47121
25,1,Y,0,47121
26,1,Ad,0,0
26,1,Am,0,0
26,1,Aw,47891,53717
26,1,Bd,0,0
26,1,Bm,0,0
26,1,Bw,47891,53717
26,1,Ce,0,0
26,1,Cm,0,0
26,1,Cw,47891,53717
26,1,X,47891,53717
26,1,Y,0,53717
27,1,Ad,0,0
27,1,Am,0,0
27,1,Aw,52923,59771
27,1,Bd,0,0
27,1,Bm,0,0
27,1,Bw,52923,59771
27,1,Ce,0,0
27,1,Cm,0,0
27,1,Cw,52923,59771
27,1,X,52923,59771
27,1,Y,0,59771
28,1,Ad,0,0
28,1,Am,0,0
28,1,Aw,57282,64974
28,1,Bd,0,0
28,1,Bm,0,0
28,1,Bw,57282,64974
28,1,Ce,0,0
28,1,Cm,0,0
28,1,Cw,57282,64974
28,1,X,57282,64974
28,1,Y,0,64974
29,1,Ad,0,0
29,1,Am,0,0
29,1,Aw,60380,69644
29,1,Bd,0,0
29,1,Bm,0,0
29,1,Bw,60380,69644
29,1,Ce,0,0
29,1,Cm,0,0
29,1,Cw,60380,69644
29,1,X,60380,69644
29,1,Y,0,69644
30,1,Ad,0,0
30,1,Am,0,0
30,1,Aw,63683,73720
30,1,Bd,0,0
30,1,Bm,0,0
30,1,Bw,63683,73720
30,1,Ce,0,0
30,1,Cm,0,0
30,1,Cw,63683,73720
30,1,X,63683,73720
30,1,Y,0,73720
31,1,Ad,0,0
31,1,Am,0,0
31,1,Aw,63027,73887
31,1,Bd,0,0
31,1,Bm,0,0
31,1,Bw,63027,73887
31,1,Ce,0,0
31,1,Cm,0,0
31,1,Cw,63027,73887
31,1,X,63027,73887
31,1,Y,0,73887
32,1,Ad,0,0
32,1,Am,0,0
32,1,Aw,60915,72868
32,1,Bd,0,0
32,1,Bm,0,0
32,1,Bw,60915,72868
32,1,Ce,0,0
32,1,Cm,0,0
32,1,Cw,60915,72868
32,1,X,60915,72868
32,1,Y,0,72868
33,1,Ad,0,0
33,1,Am,0,0
33,1,Aw,59666,72082
33,1,Bd,0,0
33,1,Bm,0,0
33,1,Bw,59666,72082
33,1,Ce,0,0
33,1,Cm,0,0
33,1,Cw,59666,72082
33,1,X,59666,72082
33,1,Y,0,72082
34,1,Ad,0,0
34,1,Am,0,0
34,1,Aw,55431,68218
34,1,Bd,0,0
34,1,Bm,0,0
34,1,Bw,55431,68218
34,1,Ce,0,0
34,1,Cm,0,0
34,1,Cw,55431,68218
34,1,X,55431,68218
34,1,Y,0,68218
35,1,Ad,0,0
35,1,Am,0,0
35,1,Aw,51030,64058
35,1,Bd,0,0
35,1,Bm,0,0
35,1,Bw,51030,64058
35,1,Ce,0,0
35,1,Cm,0,0
35,1,Cw,51030,64058
35,1,X,51030,64058
35,1,Y,0,64058
36,1,Ad,0,0
36,1,Am,0,0
36,1,Aw,47333,60199
36,1,Bd,0,0
36,1,Bm,0,0
36,1,Bw,47333,60199
36,1,Ce,0,0
36,1,Cm,0,0
36,1,Cw,47333,60199
36,1,X,47333,60199
36,1,Y,0,60199
37,1,Ad,0,0
37,1,Am,0,0
37,1,Aw,42661,55459
37,1,Bd,0,0
37,1,Bm,0,0
37,1,Bw,42661,55459
37,1,Ce,0,0
37,1,Cm,0,0
37,1,Cw,42661,55459
37,1,X,42661,55459
37,1,Y,0,55459
38,1,Ad,0,0
38,1,Am,0,0
38,1,Aw,38394,50700
38,1,Bd,0,0
38,1,Bm,0,0
38,1,Bw,38394,50700
38,1,Ce,0,0
38,1,Cm,0,0
38,1,Cw,38394,50700
38,1,X,38394,50700
38,1,Y,0,50700
39,1,Ad,0,0
39,1,Am,0,0
39,1,Aw,34691,46373
39,1,Bd,0,0
39,1,Bm,0,0
39,1,Bw,34691,46373
39,1,Ce,0,0
39,1,Cm,0,0
39,1,Cw,34691,46373
39,1,X,34691,46373
39,1,Y,0,46373
40,1,Ad,0,0
40,1,Am,0,0
40,1,Aw,30313,41850
40,1,Bd,0,0
40,1,Bm,0,0
40,1,Bw,30313,41850
40,1,Ce,0,0
40,1,Cm,0,0
40,1,Cw,30313,41850
40,1,X,30313,41850
40,1,Y,0,41850
41,1,Ad,0,0
41,1,Am,0,0
41,1,Aw,26668,37623
41,1,Bd,0,0
41,1,Bm,0,0
41,1,Bw,26668,37623
41,1,Ce,0,0
41,1,Cm,0,0
41,1,Cw,26668,37623
41,1,X,26668,37623
41,1,Y,0,37623
42,1,Ad,0,0
42,1,Am,0,0
42,1,Aw,23434,33733
42,1,Bd,0,0
42,1,Bm,0,0
42,1,Bw,23434,33733
42,1,Ce,0,0
42,1,Cm,0,0
42,1,Cw,23434,33733
42,1,X,23434,33733
42,1,Y,0,33733
43,1,Ad,0,0
43,1,Am,0,0
43,1,Aw,20089,29719
43,1,Bd,0,0
43,1,Bm,0,0
43,1,Bw,20089,29719
43,1,Ce,0,0
43,1,Cm,0,0
43,1,Cw,20089,29719
43,1,X,20089,29719
43,1,Y,0,29719
44,1,Ad,0,0
44,1,Am,0,0
44,1,Aw,17464,26140
44,1,Bd,0,0
44,1,Bm,0,0
44,1,Bw,17464,26140
44,1,Ce,0,0
44,1,Cm,0,0
44,1,Cw,17464,26140
44,1,X,17464,26140
44,1,Y,0,26140
45,1,Ad,0,0
45,1,Am,0,0
45,1,Aw,15018,22923
45,1,Bd,0,0
45,1,Bm,0,0
45,1,Bw,15018,22923
45,1,Ce,0,0
45,1,Cm,0,0
45,1,Cw,15018,22923
45,1,X,15018,22923
45,1,Y,0,22923
46,1,Ad,0,0
46,1,Am,0,0
46,1,Aw,12725,19927
46,1,Bd,0,0
46,1,Bm,0,0
46,1,Bw,12725,19927
46,1,Ce,0,0
46,1,Cm,0,0
46,1,Cw,12725,19927
46,1,X,12725,19927
46,1,Y,0,19927
47,1,Ad,0,0
47,1,Am,0,0
47,1,Aw,10860,17269
47,1,Bd,0,0
47,1,Bm,0,0
47,1,Bw,10860,17269
47,1,Ce,0,0
47,1,Cm,0,0
47,1,Cw,10860,17269
47,1,X,10860,17269
47,1,Y,0,17269
48,1,Ad,0,0
48,1,Am,0,0
48,1,Aw,123309,129394
48,1,Bd,0,0
48,1,Bm,0,0
48,1,Bw,123309,129394
48,1,Ce,0,0
48,1,Cm,0,0
48,1,Cw,123309,129394
48,1,X,123309,129394
48,1,Y,0,129394
49,1,Ad,0,0
49,1,Am,0,0
49,1,Aw,104372,119307
49,1,Bd,0,0
49,1,Bm,0,0
49,1,Bw,104372,119307
49,1,Ce,0,0
49,1,Cm,0,0
49,1,Cw,104372,119307
49,1,X,104372,119307
49,1,Y,0,119307
50,1,Ad,0,0
50,1,Am,0,0
50,1,Aw,106657,120626
50,1,Bd,0,0
50,1,Bm,0,0
50,1,Bw,106657,120626
50,1,Ce,0,0
50,1,Cm,0,0
50,1,Cw,106657,120626
50,1,X,106657,120626
50,1,Y,0,120626
51,1,Ad,0,0
51,1,Am,0,0
51,1,Aw,106969,120471
51,1,Bd,0,0
51,1,Bm,0,0
51,1,Bw,106969,120471
51,1,Ce,0,0
51,1,Cm,0,0
51,1,Cw,106969,120471
51,1,X,106969,120471
51,1,Y,0,120471
52,1,Ad,0,0
52,1,Am,0,0
52,1,Aw,101008,120284
52,1,Bd,0,0
52,1,Bm,0,0
52,1,Bw,101008,120284
52,1,Ce,0,0
52,1,Cm,0,0
52,1,Cw,101008,120284
52,1,X,101008,120284
52,1,Y,0,120284
53,1,Ad,0,0
53,1,Am,0,0
53,1,Aw,101376,119410
53,1,Bd,0,0
53,1,Bm,0,0
53,1,Bw,101376,119410
53,1,Ce,0,0
53,1,Cm,0,0
53,1,Cw,101376,119410
53,1,X,101376,119410
53,1,Y,0,119410
54,1,Ad,0,0
54,1,Am,0,0
54,1,Aw,101112,118759
54,1,Bd,0,0
54,1,Bm,0,0
54,1,Bw,101112,118759
54,1,Ce,0,0
54,1,Cm,0,0
54,1,Cw,101112,118759
54,1,X,101112,118759
54,1,Y,0,118759
55,1,Ad,0,0
55,1,Am,0,0
55,1,Aw,96636,117995
55,1,Bd,0,0
55,1,Bm,0,0
55,1,Bw,96636,117995
55,1,Ce,0,0
55,1,Cm,0,0
55,1,Cw,96636,117995
55,1,X,96636,117995
55,1,Y,0,117995
56,1,Ad,0,0
56,1,Am,0,0
56,1,Aw,96199,116823
56,1,Bd,0,0
56,1,Bm,0,0
56,1,Bw,96199,116823
56,1,Ce,0,0
56,1,Cm,0,0
56,1,Cw,96199,116823
56,1,X,96199,116823
56,1,Y,0,116823
57,1,Ad,0,0
57,1,Am,0,0
57,1,Aw,95373,115882
57,1,Bd,0,0
57,1,Bm,0,0
57,1,Bw,95373,115882
57,1,Ce,0,0
57,1,Cm,0,0
57,1,Cw,95373,115882
57,1,X,95373,115882
57,1,Y,0,115882
58,1,Ad,0,0
58,1,Am,0,0
58,1,Aw,92197,114772
58,1,Bd,0,0
58,1,Bm,0,0
58,1,Bw,92197,114772
58,1,Ce,0,0
58,1,Cm,0,0
58,1,Cw,92197,114772
58,1,X,92197,114772
58,1,Y,0,114772
59,1,Ad,0,0
59,1,Am,0,0
59,1,Aw,91614,113469
59,1,Bd,0,0
59,1,Bm,0,0
59,1,Bw,91614,113469
59,1,Ce,0,0
59,1,Cm,0,0
59,1,Cw,91614,113469
59,1,X,91614,113469
59,1,Y,0,113469
60,1,Ad,0,0
60,1,Am,0,0
60,1,Aw,90743,112298
60,1,Bd,0,0
60,1,Bm,0,0
60,1,Bw,90743,112298
60,1,Ce,0,0
60,1,Cm,0,0
60,1,Cw,90743,112298
60,1,X,90743,112298
60,1,Y,0,112298
61,1,Ad,0,0
61,1,Am,0,0
61,1,Aw,88835,111439
61,1,Bd,0,0
61,1,Bm,0,0
61,1,Bw,88835,111439
61,1,Ce,0,0
61,1,Cm,0,0
61,1,Cw,88835,111439
61,1,X,88835,111439
61,1,Y,0,111439
62,1,Ad,0,0
62,1,Am,0,0
62,1,Aw,88437,110447
62,1,Bd,0,0
62,1,Bm,0,0
62,1,Bw,88437,110447
62,1,Ce,0,0
62,1,Cm,0,0
62,1,Cw,88437,110447
62,1,X,88437,110447
62,1,Y,0,110447
63,1,Ad,0,0
63,1,Am,0,0
63,1,Aw,87470,109599
63,1,Bd,0,0
63,1,Bm,0,0
63,1,Bw,87470,109599
63,1,Ce,0,0
63,1,Cm,0,0
63,1,Cw,87470,109599
63,1,X,87470,109599
63,1,Y,0,109599
64,1,Ad,0,0
64,1,Am,0,0
64,1,Aw,85453,108657
64,1,Bd,0,0
64,1,Bm,0,0
64,1,Bw,85453,108657
64,1,Ce,0,0
64,1,Cm,0,0
64,1,Cw,85453,108657
64,1,X,85453,108657
64,1,Y,0,108657
65,1,Ad,0,0
65,1,Am,0,0
65,1,Aw,84723,107641
65,1,Bd,0,0
65,1,Bm,0,0
65,1,Bw,84723,107641
65,1,Ce,0,0
65,1,Cm,0,0
65,1,Cw,84723,107641
65,1,X,84723,107641
65,1,Y,0,107641
66,1,Ad,0,0
66,1,Am,0,0
66,1,Aw,105029,127526
66,1,Bd,0,0
66,1,Bm,0,0
66,1,Bw,105029,127526
66,1,Ce,0,0
66,1,Cm,0,0
66,1,Cw,105029,127526
66,1,X,105029,127526
66,1,Y,0,127526
67,1,Ad,0,0
67,1,Am,0,0
67,1,Aw,98475,123295
67,1,Bd,0,0
67,1,Bm,0,0
67,1,Bw,98475,123295
67,1,Ce,0,0
67,1,Cm,0,0
67,1,Cw,98475,123295
67,1,X,98475,123295
67,1,Y,0,123295
68,1,Ad,0,0
68,1,Am,0,0
68,1,Aw,99550,123620
68,1,Bd,0,0
68,1,Bm,0,0
68,1,Bw,99550,123620
68,1,Ce,0,0
68,1,Cm,0,0
68,1,Cw,99550,123620
68,1,X,99550,123620
68,1,Y,0,123620
69,1,Ad,0,0
69,1,Am,0,0
69,1,Aw,99408,123002
69,1,Bd,0,0
69,1,Bm,0,0
69,1,Bw,99408,123002
69,1,Ce,0,0
69,1,Cm,0,0
69,1,Cw,99408,123002
69,1,X,99408,123002
69,1,Y,0,123002
70,1,Ad,0,0
70,1,Am,0,0
70,1,Aw,97833,122722
70,1,Bd,0,0
70,1,Bm,0,0
70,1,Bw,97833,122722
70,1,Ce,0,0
70,1,Cm,0,0
70,1,Cw,97833,122722
70,1,X,97833,122722
70,1,Y,0,122722
71,1,Ad,0,0
71,1,Am,0,0
71,1,Aw,98009,122614
71,1,Bd,0,0
71,1,Bm,0,0
71,1,Bw,98009,122614
71,1,Ce,0,0
71,1,Cm,0,0
71,1,Cw,98009,122614
71,1,X,98009,122614
71,1,Y,0,122614
72,1,Ad,0,0
72,1,Am,0,0
72,1,Aw,97897,122417
72,1,Bd,0,0
72,1,Bm,0,0
72,1,Bw,97897,122417
72,1,Ce,0,0
72,1,Cm,0,0
72,1,Cw,97897,122417
72,1,X,97897,122417
72,1,Y,0,122417
73,1,Ad,0,0
73,1,Am,0,0
73,1,Aw,96807,121922
73,1,Bd,0,0
73,1,Bm,0,0
73,1,Bw,96807,121922
73,1,Ce,0,0
73,1,Cm,0,0
73,1,Cw,96807,121922
73,1,X,96807,121922
73,1,Y,0,121922
74,1,Ad,0,0
74,1,Am,0,0
74,1,Aw,96896,121489
74,1,Bd,0,0
74,1,Bm,0,0
74,1,Bw,96896,121489
74,1,Ce,0,0
74,1,Cm,0,0
74,1,Cw,96896,121489
74,1,X,96896,121489
74,1,Y,0,121489
75,1,Ad,0,0
75,1,Am,0,0
75,1,Aw,96872,121298
75,1,Bd,0,0
75,1,Bm,0,0
75,1,Bw,96872,121298
75,1,Ce,0,0
75,1,Cm,0,0
75,1,Cw,96872,121298
75,1,X,96872,121298
75,1,Y,0,121298
76,1,Ad,0,0
76,1,Am,0,0
76,1,Aw,96377,120786
76,1,Bd,0,0
76,1,Bm,0,0
76,1,Bw,96377,120786
76,1,Ce,0,0
76,1,Cm,0,0
76,1,Cw,96377,120786
76,1,X,96377,120786
76,1,Y,0,120786
77,1,Ad,0,0
77,1,Am,0,0
77,1,Aw,96665,120760
77,1,Bd,0,0
77,1,Bm,0,0
77,1,Bw,96665,120760
77,1,Ce,0,0
77,1,Cm,0,0
77,1,Cw,96665,120760
77,1,X,96665,120760
77,1,Y,0,120760
78,1,Ad,0,0
78,1,Am,0,0
78,1,Aw,96672,120508
78,1,Bd,0,0
78,1,Bm,0,0
78,1,Bw,96672,120508
78,1,Ce,0,0
78,1,Cm,0,0
78,1,Cw,96672,120508
78,1,X,96672,120508
78,1,Y,0,120508
79,1,Ad,0,0
79,1,Am,0,0
79,1,Aw,96448,120370
79,1,Bd,0,0
79,1,Bm,0,0
79,1,Bw,96448,120370
79,1,Ce,0,0
79,1,Cm,0,0
79,1,Cw,96448,120370
79,1,X,96448,120370
79,1,Y,0,120370
80,1,Ad,0,8990
80,1,Am,0,0
80,1,Aw,96348,129292
80,1,Bd,0,0
80,1,Bm,0,0
80,1,Bw,96348,129292
80,1,Ce,0,0
80,1,Cm,0,0
80,1,Cw,96348,129292
80,1,X,96348,129292
80,1,Y,0,129292
81,1,Ad,0,8044
81,1,Am,0,0
81,1,Aw,95950,128206
81,1,Bd,0,0
81,1,Bm,0,0
81,1,Bw,95950,128206
81,1,Ce,0,0
81,1,Cm,0,0
81,1,Cw,95950,128206
81,1,X,95950,128206
81,1,Y,0,128206
82,1,Ad,0,7225
82,1,Am,0,0
82,1,Aw,95604,127143
82,1,Bd,0,0
82,1,Bm,0,0
82,1,Bw,95604,127143
82,1,Ce,0,0
82,1,Cm,0,0
82,1,Cw,95604,127143
82,1,X,95604,127143
82,1,Y,0,127143
83,1,Ad,0,6469
83,1,Am,0,0
83,1,Aw,95590,126247
83,1,Bd,0,0
83,1,Bm,0,0
83,1,Bw,95590,126247
83,1,Ce,0,0
83,1,Cm,0,0
83,1,Cw,95590,126247
83,1,X,95590,126247
83,1,Y,0,126247
84,1,Ad,0,5758
84,1,Am,0,0
84,1,Aw,99212,129016
84,1,Bd,0,0
84,1,Bm,0,0
84,1,Bw,99212,129016
84,1,Ce,0,0
84,1,Cm,0,0
84,1,Cw,99212,129016
84,1,X,99212,129016
84,1,Y,0,129016
85,1,Ad,0,5112
85,1,Am,0,0
85,1,Aw,97748,127161
85,1,Bd,0,0
85,1,Bm,0,0
85,1,Bw,97748,127161
85,1,Ce,0,0
85,1,Cm,0,0
85,1,Cw,97748,127161
85,1,X,97748,127161
85,1,Y,0,127161
86,1,Ad,0,4530
86,1,Am,0,0
86,1,Aw,97622,126622
86,1,Bd,0,0
86,1,Bm,0,0
86,1,Bw,97622,126622
86,1,Ce,0,0
86,1,Cm,0,0
86,1,Cw,97622,126622
86,1,X,97622,126622
86,1,Y,0,126622
87,1,Ad,0,3985
87,1,Am,0,0
87,1,Aw,97565,125767
87,1,Bd,0,0
87,1,Bm,0,0
87,1,Bw,97565,125767
87,1,Ce,0,0
87,1,Cm,0,0
87,1,Cw,97565,125767
87,1,X,97565,125767
87,1,Y,0,125767
88,1,Ad,0,3470
88,1,Am,0,0
88,1,Aw,97440,125241
88,1,Bd,0,0
88,1,Bm,0,0
88,1,Bw,97440,125241
88,1,Ce,0,0
88,1,Cm,0,0
88,1,Cw,97440,125241
88,1,X,97440,125241
88,1,Y,0,125241
89,1,Ad,0,3062
89,1,Am,0,0
89,1,Aw,97705,124868
89,1,Bd,0,0
89,1,Bm,0,0
89,1,Bw,97705,124868
89,1,Ce,0,0
89,1,Cm,0,0
89,1,Cw,97705,124868
89,1,X,97705,124868
89,1,Y,0,124868
90,1,Ad,0,2665
90,1,Am,0,0
90,1,Aw,97727,124189
90,1,Bd,0,0
90,1,Bm,0,0
90,1,Bw,97727,124189
90,1,Ce,0,0
90,1,Cm,0,0
90,1,Cw,97727,124189
90,1,X,97727,124189
90,1,Y,0,124189
91,1,Ad,0,2350
91,1,Am,0,0
91,1,Aw,97618,123700
91,1,Bd,0,0
91,1,Bm,0,0
91,1,Bw,97618,123700
91,1,Ce,0,0
91,1,Cm,0,0
91,1,Cw,97618,123700
91,1,X,97618,123700
91,1,Y,0,123700
92,1,Ad,0,2042
92,1,Am,0,0
92,1,Aw,97666,123296
92,1,Bd,0,0
92,1,Bm,0,0
92,1,Bw,97666,123296
92,1,Ce,0,0
92,1,Cm,0,0
92,1,Cw,97666,123296
92,1,X,97666,123296
92,1,Y,0,123296
93,1,Ad,0,1720
93,1,Am,0,0
93,1,Aw,97727,123043
93,1,Bd,0,0
93,1,Bm,0,0
93,1,Bw,97727,123043
93,1,Ce,0,0
93,1,Cm,0,0
93,1,Cw,97727,123043
93,1,X,97727,123043
93,1,Y,0,123043
94,1,Ad,0,1457
94,1,Am,0,0
94,1,Aw,97732,122807
94,1,Bd,0,0
94,1,Bm,0,0
94,1,Bw,97732,122807
94,1,Ce,0,0
94,1,Cm,0,0
94,1,Cw,97732,122807
94,1,X,97732,122807
94,1,Y,0,122807
95,1,Ad,0,1195
95,1,Am,0,0
95,1,Aw,97918,122663
95,1,Bd,0,0
95,1,Bm,0,0
95,1,Bw,97918,122663
95,1,Ce,0,0
95,1,Cm,0,0
95,1,Cw,97918,122663
95,1,X,97918,122663
95,1,Y,0,122663
96,1,Ad,0,993
96,1,Am,0,0
96,1,Aw,97709,122409
96,1,Bd,0,0
96,1,Bm,0,0
96,1,Bw,97709,122409
96,1,Ce,0,0
96,1,Cm,0,0
96,1,Cw,97709,122409
96,1,X,97709,122409
96,1,Y,0,122409
97,1,Ad,0,823
97,1,Am,0,0
97,1,Aw,97328,122218
97,1,Bd,0,0
97,1,Bm,0,0
97,1,Bw,97328,122218
97,1,Ce,0,0
97,1,Cm,0,0
97,1,Cw,97328,122218
97,1,X,97328,122218
97,1,Y,0,122218
98,1,Ad,0,687
98,1,Am,0,0
98,1,Aw,96796,122161
98,1,Bd,0,0
98,1,Bm,0,0
98,1,Bw,96796,122161
98,1,Ce,0,0
98,1,Cm,0,0
98,1,Cw,96796,122161
98,1,X,96796,122161
98,1,Y,0,122161
99,1,Ad,0,572
99,1,Am,0,0
99,1,Aw,96761,121802
99,1,Bd,0,0
99,1,Bm,0,0
99,1,Bw,96761,121802
99,1,Ce,0,0
99,1,Cm,0,0
99,1,Cw,96761,121802
99,1,X,96761,121802
99,1,Y,0,121802
100,1,Ad,0,472
100,1,Am,0,0
100,1,Aw,97018,121613
100,1,Bd,0,0
100,1,Bm,0,0
100,1,Bw,97018,121613
100,1,Ce,0,0
100,1,Cm,0,0
100,1,Cw,97018,121613
100,1,X,97018,121613
100,1,Y,0,121613
101,1,Ad,0,375
101,1,Am,0,0
101,1,Aw,97162,121595
101,1,Bd,0,0
101,1,Bm,0,0
101,1,Bw,97162,121595
101,1,Ce,0,0
101,1,Cm,0,0
101,1,Cw,97162,121595
101,1,X,97162,121595
101,1,Y,0,121595
102,1,Ad,0,300
